实例,算法,迭代次数,解,适应度值,开始时间,最快时间,结束时间,运行时间,最快最佳结果时间,备注
Du62,模拟退火算法,5513,"[array([20]), array([55,  8]), array([19, 36, 28, 43, 13,  7, 24]), array([6]), array([49, 31, 27, 47, 54, 56, 32]), array([40, 61, 25,  2, 57,  5]), array([39, 50, 29, 15, 58, 21]), array([17, 30, 45, 48, 52, 16, 37, 53, 11, 44, 23]), array([14, 22, 46, 35]), array([42, 62]), array([18]), array([10, 41]), array([3]), array([60, 12,  4]), array([34,  9, 51, 38, 26,  1, 33]), array([59])]",15340221715.209179,2025-03-28 14:56:24.568560,2025-03-28 14:56:26.348730,2025-03-28 14:56:33.758685,9.190125,1.78017,取消修复动作算子-随机初始解
Du62,模拟退火算法,5513,"[array([29, 22, 57]), array([41, 21, 12, 45]), array([ 6, 47, 19, 10,  1,  9, 18, 30, 61, 46, 44]), array([59]), array([37, 58]), array([35, 14, 48, 60, 52, 42,  7,  8, 51, 43]), array([33]), array([56, 20, 24, 54, 53,  3]), array([50]), array([36, 25]), array([39]), array([11]), array([ 5, 13, 27, 32,  2, 40, 26, 34, 28]), array([23]), array([55]), array([31]), array([15, 62,  4, 16, 49, 17]), array([38])]",18161894099.723568,2025-03-28 14:56:33.762763,2025-03-28 14:56:36.908101,2025-03-28 14:56:43.041251,9.278488,3.145338,取消修复动作算子-随机初始解
Du62,模拟退火算法,5513,"[array([10,  5,  2, 17, 15, 46, 25]), array([50,  9, 21, 56, 51]), array([ 1, 22, 16, 43,  7, 59, 40, 12, 27]), array([36, 18, 19, 54, 14]), array([23, 11, 57, 13]), array([42, 28, 33, 31]), array([37, 35, 49, 29, 60, 34]), array([44, 30, 39, 32,  8, 38, 53, 26, 48, 41, 24, 47]), array([ 4, 52, 58, 20, 62, 61, 45]), array([ 6,  3, 55])]",1600131888.0219524,2025-03-28 14:57:03.265338,2025-03-28 14:57:03.350859,2025-03-28 14:57:12.517762,9.252424,0.085521,取消修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([10, 19, 15, 58, 22]), array([13, 56, 32, 49, 12, 44,  6]), array([30, 31,  1, 11, 39, 17]), array([55, 57, 18, 51, 24, 27, 53,  4, 50]), array([16, 25, 59,  8, 33, 26]), array([28]), array([29, 40, 60,  5, 43, 34]), array([54, 46, 62, 21, 23, 20, 61, 37, 45, 41, 42, 48]), array([35, 52,  3,  2,  7, 36, 38, 47,  9, 14])]",40336266.442898944,2025-03-28 14:57:12.523374,2025-03-28 14:57:12.607624,2025-03-28 14:57:21.572629,9.049255,0.08425,取消修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([36, 35,  9]), array([37, 27, 24, 16]), array([59]), array([5]), array([62, 28,  7, 39,  3]), array([38, 32]), array([41, 15, 53,  4, 29]), array([58]), array([45, 31,  8, 56, 60, 10]), array([33,  2, 47, 12, 54, 25, 20]), array([ 1, 30, 23, 13, 46, 49, 57]), array([44,  6, 48, 26, 34, 42]), array([50, 43, 11]), array([40, 19, 61, 21, 14, 17, 55, 22, 51, 18, 52])]",6473784243.775761,2025-03-28 14:57:21.576695,2025-03-28 14:57:21.686180,2025-03-28 14:57:31.032955,9.45626,0.109485,取消修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[[35, 60, 56, 44, 50, 24, 32, 16, 11, 43, 28], [21, 40, 38, 57, 52, 30, 2, 36, 18, 12], [47, 27, 31, 51, 5, 42, 19, 26, 1, 53, 58, 41, 49, 61], [55, 39, 59, 4, 20, 34, 46, 25, 29, 3, 8], [10, 22, 7, 48, 6, 13, 62, 23, 14], [17, 33, 37, 15, 45, 54, 9]]",4689202.774680899,2025-03-28 14:57:31.037304,2025-03-28 14:57:31.112088,2025-03-28 14:57:40.047728,9.010424,0.074784,取消修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[[57, 36, 30, 2, 43, 50, 40, 60, 32], [28, 18, 21, 38, 11, 56, 16], [52, 35, 37, 12, 24, 27], [49, 47, 31, 19, 58, 26], [41, 53, 51, 42, 5], [29, 61, 1, 34, 3], [20, 55, 59, 39], [4, 25, 46, 8], [48, 62, 6, 23], [22, 7, 10], [13], [14, 45], [54, 44, 17], [33, 15, 9]]",2379080663.886373,2025-03-28 14:57:40.051728,2025-03-28 14:57:40.127122,2025-03-28 14:57:49.098184,9.046456,0.075394,取消修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[[43, 60, 21, 30, 56, 50, 57, 32, 40, 36, 2, 11], [18, 12, 44, 38, 28, 16, 35, 24, 46, 27], [58, 51, 26, 47, 19, 49, 31, 53], [5, 1, 42, 34, 41, 61, 29], [3, 39, 20, 55, 59, 25], [8, 62, 4, 52, 48, 6], [10, 22, 7, 23, 13], [37, 45, 14, 54], [15, 17, 33, 9]]",4684962.816057428,2025-03-28 14:57:49.101996,2025-03-28 14:57:49.176947,2025-03-28 14:57:58.228305,9.126309,0.074951,取消修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([39, 13,  2, 60]), array([11, 54, 44, 17, 14]), array([ 4, 42, 19, 12, 49]), array([30, 36, 34, 22]), array([48, 41,  9]), array([25, 38,  7, 62,  8, 53]), array([57, 47, 52, 58, 51, 56, 26, 16, 35]), array([ 3, 24, 46, 31, 21]), array([15, 40, 43, 29]), array([20,  5, 37,  6, 50, 45, 23]), array([27, 55]), array([1]), array([32, 59, 10]), array([28]), array([61, 33, 18])]",16079590545.184395,2025-03-28 14:57:58.232109,2025-03-28 14:57:58.339063,2025-03-28 14:58:07.339358,9.107249,0.106954,取消修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([61, 38, 35, 40, 41, 10,  1, 52, 49,  2, 26, 21]), array([29,  3, 16, 57, 43,  6, 59]), array([15, 23, 33, 19]), array([24, 30,  4,  9, 54, 39]), array([22, 58, 50, 32, 37,  8]), array([11, 60, 45, 56, 13, 51, 55, 48, 27, 62]), array([14,  5, 12, 47, 42]), array([44, 46, 53, 18]), array([28, 31, 34, 20, 25, 36, 17,  7])]",44910470.14045969,2025-03-28 14:58:07.343662,2025-03-28 14:58:07.427394,2025-03-28 14:58:16.650186,9.306524,0.083732,取消修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([33, 13, 49, 53, 59, 54]), array([31, 48, 28, 29, 32, 16, 17, 24,  4, 12, 27, 56, 26, 44]), array([42, 61]), array([23, 58, 25, 14, 11, 38, 60, 34, 45, 50]), array([7]), array([10,  3, 35, 52,  1]), array([40]), array([43]), array([47]), array([41, 20]), array([5]), array([55]), array([ 9, 15,  8,  6, 62]), array([51, 22, 46, 37, 30]), array([18, 19,  2, 57, 39, 21, 36])]",6119985042.818142,2025-03-28 14:58:16.654218,2025-03-28 14:58:16.802604,2025-03-28 14:58:25.830871,9.176653,0.148386,取消修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[[30, 32, 60, 56, 57, 11, 43, 28, 36, 16, 24, 52, 21, 44, 50, 18, 35], [38, 2, 40, 12], [51, 58, 53, 1, 41, 26, 31, 27, 42, 5, 19, 25, 47, 61], [29, 4, 39, 46, 59, 55, 3, 34, 20, 49, 8], [22, 13, 7, 62, 6, 48, 23, 10, 14], [15, 37, 54, 17, 33, 45, 9]]",1015329497.4550346,2025-03-28 14:58:25.835122,2025-03-28 14:58:25.911760,2025-03-28 14:58:34.931104,9.095982,0.076638,取消修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[[32, 50, 56, 30, 2, 57, 43, 40, 36, 21, 60, 11], [44, 38, 16, 35, 18, 52, 28, 24, 12], [49, 47, 31, 27, 58, 19, 26], [42, 1, 41, 5, 53, 51, 61], [3, 34, 55, 59, 29, 20], [25, 39, 4, 46, 8], [48, 6, 62, 23, 22], [7, 10, 13], [14], [54, 45, 37, 17], [33, 15, 9]]",302404001.86653495,2025-03-28 14:58:34.935105,2025-03-28 14:58:35.011607,2025-03-28 14:58:44.329085,9.39398,0.076502,取消修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[[50, 36, 56, 60, 43, 2, 32, 30, 57, 40, 21], [18, 11, 44, 28, 35, 16, 25, 52], [19, 49, 12, 31, 24, 27, 58], [53, 26, 42, 47, 51, 41], [34, 1, 5, 29, 61, 3], [39, 20, 59, 55, 38], [4, 62, 8, 46, 48], [6, 22, 23, 7], [10, 13, 14, 45], [37, 54, 17], [15, 33, 9]]",128981038.69442445,2025-03-28 14:58:44.333074,2025-03-28 14:58:44.411791,2025-03-28 14:58:53.572362,9.239288,0.078717,取消修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([49, 23, 24]), array([34, 51, 50, 59, 41, 19, 21]), array([7]), array([52]), array([53, 18, 60, 42, 48,  8,  1, 33, 17]), array([37, 27,  9]), array([58, 22, 38, 32, 61, 10, 57, 35, 47]), array([ 3, 46, 45,  2, 55, 25, 62, 30,  4, 13, 36, 28, 43, 29, 14]), array([12]), array([11, 40, 20, 44, 16, 15,  6]), array([56, 54, 31,  5, 39, 26])]",10208160988.185839,2025-03-28 14:58:53.576275,2025-03-28 14:58:53.685452,2025-03-28 14:59:02.814078,9.237803,0.109177,取消修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([20, 42, 18]), array([16, 55, 15, 10,  5, 61, 60, 38, 50,  3, 53]), array([14, 57, 54, 21, 36, 51]), array([56, 12, 22, 43, 58, 39, 26, 28]), array([49,  2, 47, 29, 33, 62, 32, 44]), array([52, 23, 24, 11, 17,  6, 45]), array([48, 13,  8, 40, 59,  4, 35, 25,  1, 31]), array([41,  9, 37,  7, 27]), array([19, 34, 30, 46])]",1669105751.0468266,2025-03-28 14:59:02.818254,2025-03-28 14:59:02.895345,2025-03-28 14:59:11.867591,9.049337,0.077091,取消修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([54, 14, 32, 15, 57]), array([50, 16,  4, 58, 35, 13, 60, 36, 20]), array([51, 43, 30,  1]), array([25, 47]), array([39,  9, 56, 62, 59, 18, 52,  2, 11,  5, 49, 12]), array([48, 40]), array([61, 41, 23, 19, 38, 33, 42, 17, 45]), array([55, 44, 37, 21, 29]), array([27,  3,  7, 24,  8, 34, 28,  6]), array([26, 53, 31, 22, 46, 10])]",1594844457.0302267,2025-03-28 14:59:11.871866,2025-03-28 14:59:12.052326,2025-03-28 14:59:21.451158,9.579292,0.18046,取消修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([36, 23, 21, 12,  8, 24,  1, 59, 37]), array([18, 54, 14, 26, 31]), array([62, 47,  3, 48, 52,  9, 27, 43, 50,  2]), array([ 6,  5,  7, 20, 61, 29, 55, 35]), array([40, 53, 41, 51, 28, 49, 10]), array([57, 16, 22]), array([60, 34, 30, 46, 11, 32]), array([15, 58, 38, 44, 56, 17]), array([33, 39,  4, 42]), array([25, 13, 19, 45])]",130653898.44147,2025-03-28 14:59:21.455294,2025-03-28 14:59:21.534157,2025-03-28 14:59:30.517952,9.062658,0.078863,取消修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[[30, 24, 21, 60, 43, 56, 38, 2, 36, 40, 50, 32, 11, 18, 57, 16], [52, 44, 49, 31, 27, 19, 35, 28, 58, 12, 47], [1, 61, 26, 42, 53, 51, 41, 5, 34], [59, 55, 20, 25, 29, 3, 39, 4], [62, 48, 8, 6, 46, 23, 22], [14, 7, 45, 13, 10, 37], [33, 54, 17, 15, 9]]",4703590.838279262,2025-03-28 14:59:30.522038,2025-03-28 14:59:30.596450,2025-03-28 14:59:39.693284,9.171246,0.074412,取消修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([ 6,  4, 61, 39, 60, 21]), array([ 7, 46, 26, 41, 27, 35, 13, 29, 55, 22]), array([25, 34]), array([54, 28, 52, 43, 49]), array([12, 23,  9, 42, 30, 11, 19, 32,  5]), array([48, 20,  2, 18, 56, 14, 40, 36,  1, 16, 38]), array([47, 58,  3, 44, 57, 15, 24]), array([31, 45, 51, 10, 59,  8]), array([50, 17, 37, 33, 53, 62])]",129855386.51019451,2025-03-28 14:59:39.697165,2025-03-28 14:59:39.799249,2025-03-28 14:59:48.928774,9.231609,0.102084,取消修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([53, 30, 52, 26,  4]), array([40, 55, 11, 46,  7, 24]), array([23, 16, 42,  9, 12, 41,  2,  3]), array([35, 61,  8, 14, 34, 56, 48]), array([62,  5, 57, 38, 47, 19]), array([45, 58,  1,  6, 27, 49]), array([50, 39, 43, 25, 22]), array([33, 31, 28, 21, 18]), array([20, 37, 44]), array([32, 29, 36, 13]), array([10, 60, 51]), array([54, 15, 59, 17])]",2431803119.081245,2025-03-28 14:59:48.932688,2025-03-28 14:59:49.015690,2025-03-28 14:59:58.309387,9.376699,0.083002,取消修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([56, 31, 19, 40, 26, 52, 45]), array([55, 49]), array([35, 15, 18,  4, 59, 27, 41,  1, 58, 42]), array([20]), array([2]), array([5]), array([22]), array([8]), array([53, 14, 16, 11, 23]), array([7]), array([36]), array([13, 17,  9]), array([57, 44]), array([37, 28, 43, 32, 25]), array([51, 12, 62, 47, 33, 38, 24]), array([ 3, 60, 54, 61]), array([50,  6, 34, 29, 48, 21]), array([46, 39, 10, 30])]",15599922142.035547,2025-03-28 14:59:58.313674,2025-03-28 14:59:58.506712,2025-03-28 15:00:07.675252,9.361578,0.193038,取消修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([41]), array([57]), array([49, 25, 24, 56, 51,  1, 44, 18, 46, 15]), array([33, 29, 14, 53]), array([42]), array([50]), array([16]), array([30, 40]), array([17,  5, 11, 19]), array([38]), array([9]), array([39]), array([47, 10, 35, 28, 36]), array([26, 32, 22, 54,  8,  3]), array([59, 20, 27, 23]), array([ 2, 21, 37,  7,  6, 61]), array([ 4, 55, 13, 12, 62, 45, 43]), array([31, 60, 34, 48, 58, 52])]",10195169332.203932,2025-03-28 15:00:07.679414,2025-03-28 15:00:07.989502,2025-03-28 15:00:16.884525,9.205111,0.310088,取消修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([51, 15, 31, 48]), array([42, 12, 55, 47, 35, 14, 21, 24, 43, 41]), array([49,  7,  6, 60, 10, 27, 45, 46]), array([ 3, 39, 11, 40, 20]), array([25, 53, 23, 17]), array([59, 62,  1, 13, 52]), array([5]), array([56, 57]), array([22]), array([29]), array([28, 33]), array([16, 18, 19, 32, 58,  4]), array([54, 37, 50, 26, 38, 30, 61,  9,  2, 44, 36]), array([ 8, 34])]",6257579216.15698,2025-03-28 15:00:16.888675,2025-03-28 15:00:17.115256,2025-03-28 15:00:25.961750,9.073075,0.226581,取消修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[[56, 40, 32, 21, 57, 18, 2, 50, 43, 36, 11, 60, 30, 28], [42, 24, 27, 44, 52, 12, 49, 16, 35, 31], [53, 47, 26, 51, 19, 58, 38, 41], [29, 34, 3, 61, 59, 5, 20, 55], [8, 46, 4, 25, 39, 1, 62], [6, 7, 22, 23, 48, 10], [14, 13, 45, 37, 54], [15, 33, 17, 9]]",4569336.621130951,2025-03-28 15:00:25.965879,2025-03-28 15:00:26.040407,2025-03-28 15:00:35.329683,9.363804,0.074528,取消修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([ 6, 12, 52, 47, 23, 41]), array([25, 32, 16, 57, 26, 34, 24, 43]), array([54, 58, 18, 49,  3, 31,  2]), array([29, 10, 19, 39]), array([37]), array([22, 11,  7, 46, 13]), array([30, 56, 36,  1, 35]), array([20, 21, 27, 14, 44, 61, 60,  8,  9]), array([53, 62, 33, 38, 40, 59, 55, 42,  5, 48, 17]), array([ 4, 15, 28]), array([50, 51, 45])]",1581490043.733644,2025-03-28 15:00:35.333792,2025-03-28 15:00:35.420275,2025-03-28 15:00:44.197995,8.864203,0.086483,取消修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([59, 26, 47]), array([40, 62, 54, 28, 19, 18]), array([43, 56, 14, 30,  2,  1, 58,  9, 22, 45]), array([34, 50, 60, 17, 29, 20, 51, 48, 39]), array([61, 32, 31, 37,  8, 38, 42]), array([ 6, 36,  3, 53, 52, 49]), array([41, 27,  5, 16, 44, 33, 24, 57]), array([10, 23, 21, 11,  7]), array([35, 15, 55, 12]), array([25, 46, 13,  4])]",579595076.3604445,2025-03-28 15:00:44.202075,2025-03-28 15:00:44.284494,2025-03-28 15:00:53.476243,9.274168,0.082419,取消修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([57, 58, 42,  2, 61, 47, 16,  1,  6]), array([ 5, 56, 46, 60, 10, 43, 30, 45]), array([28, 50, 51, 20, 32, 27, 36, 40, 52,  8, 15, 24]), array([ 4, 35, 29, 59, 14, 39]), array([34]), array([25]), array([44, 53, 31, 54, 19, 12, 49, 13]), array([26, 38, 55, 33, 62, 48, 41, 37, 17, 11, 23]), array([3, 7]), array([18, 21,  9]), array([22])]",2416519898.8176084,2025-03-28 15:00:53.480454,2025-03-28 15:00:53.600559,2025-03-28 15:01:02.737583,9.257129,0.120105,取消修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([17, 16,  4, 15, 34, 44, 29, 20, 41,  7]), array([ 1, 51, 60, 24,  8, 14, 22, 46]), array([30, 55, 50, 48, 31, 21, 25]), array([ 3, 11, 61, 49, 42, 58]), array([37, 26, 45]), array([ 6, 12, 47, 19, 43]), array([18, 23, 35, 28]), array([36, 39, 38, 10]), array([52, 40,  9, 62]), array([32, 54, 57]), array([13, 53, 59, 33,  2]), array([ 5, 27, 56])]",8130567262.030678,2025-03-28 15:01:02.741657,2025-03-28 15:01:02.821180,2025-03-28 15:01:12.205148,9.463491,0.079523,取消修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([40, 15,  2, 17, 27, 60,  6, 11,  3, 37, 29]), array([39, 32, 21, 54, 30,  9, 52]), array([45, 57, 28, 41, 35, 10, 16, 49]), array([5]), array([61, 38, 42, 43,  8, 23]), array([58, 55, 59, 46]), array([50]), array([31]), array([18]), array([7]), array([25]), array([53, 36, 22, 47, 34]), array([33, 26, 13, 44, 24]), array([12,  1, 56, 19, 62, 51, 48, 14,  4, 20])]",3360816359.2002044,2025-03-28 15:01:12.209417,2025-03-28 15:01:12.333739,2025-03-28 15:01:21.629452,9.420035,0.124322,取消修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([10, 58, 55, 29, 37, 51]), array([40, 16]), array([ 7, 14]), array([60, 49, 59, 13]), array([12]), array([44, 53, 48, 57, 52, 31]), array([23, 46, 26, 17,  1, 21]), array([ 4, 32, 47,  8, 56,  5, 36, 50, 18, 54]), array([27, 38]), array([42]), array([19, 30, 62, 25, 22,  2, 39]), array([45, 33, 20, 35, 11]), array([24, 15]), array([43]), array([61]), array([28]), array([6]), array([3]), array([41, 34,  9])]",26438309547.676716,2025-03-28 15:01:21.633604,2025-03-28 15:01:29.421952,2025-03-28 15:01:30.809804,9.1762,7.788348,取消修复动作算子-K分初始解
Du62,模拟退火算法,5513,"[array([14, 22, 28, 45, 24, 43, 60, 21]), array([34,  7, 48]), array([ 5, 15]), array([25, 54, 46, 39, 11, 44, 36, 50, 62, 56, 59, 57]), array([12, 26, 35, 49, 42, 31, 16]), array([38, 33,  6,  1,  4, 30]), array([ 2, 52,  8]), array([61, 53, 37]), array([18, 55, 47,  3, 32, 27, 29, 13]), array([20, 40]), array([51, 10, 19, 17]), array([ 9, 23, 41, 58])]",19099156870.49118,2025-03-28 15:01:30.814142,2025-03-28 15:01:30.900783,2025-03-28 15:01:40.201609,9.387467,0.086641,取消修复动作算子-K分初始解
